epoch,train_loss,train_rank1,val_rank1,heldout_rank1
1,10.114821495548371,78.72983870967742,77.41935483870968,66.53225806451613
2,6.999579752645185,81.3508064516129,81.45161290322581,70.96774193548387
3,5.812986504647039,81.04838709677419,77.41935483870968,71.7741935483871
4,4.691628079260549,83.26612903225806,78.2258064516129,77.41935483870968
5,4.531415693221554,82.45967741935483,79.03225806451613,76.20967741935483
6,4.18623141319521,83.06451612903226,76.61290322580645,77.41935483870968
7,4.3635790424962195,83.26612903225806,77.41935483870968,74.59677419354838
8,3.887594630641322,83.87096774193549,78.2258064516129,77.8225806451613
9,3.704012870788574,81.65322580645162,74.19354838709677,75.40322580645162
10,3.5668351188782723,84.77822580645162,79.83870967741936,76.61290322580645
11,3.5960445250234296,83.87096774193549,78.2258064516129,75.0
12,3.3864677567635812,83.16532258064517,77.41935483870968,76.61290322580645
13,3.7725488639646962,75.70564516129032,70.16129032258064,69.35483870967742
14,3.0760551614146077,80.64516129032258,73.38709677419355,70.16129032258064
15,3.217718908863683,80.34274193548387,70.96774193548387,71.37096774193549
16,3.398363001884953,78.0241935483871,70.16129032258064,68.54838709677419
17,2.9130429106373943,83.87096774193549,74.19354838709677,72.58064516129032
18,3.2010769959419005,86.29032258064517,73.38709677419355,72.98387096774194
19,3.2196385706624677,83.66935483870968,70.16129032258064,72.1774193548387
20,2.8763324983658327,86.39112903225806,79.83870967741936,74.19354838709677
21,2.7977060733302945,82.15725806451613,72.58064516129032,68.95161290322581
22,3.0007662388586227,81.3508064516129,68.54838709677419,72.58064516129032
23,3.338064520589767,79.73790322580645,69.35483870967742,71.37096774193549
24,2.634351638055617,80.14112903225806,69.35483870967742,72.58064516129032
25,2.774233898808879,80.54435483870968,73.38709677419355,71.7741935483871
26,2.4391212732561174,84.97983870967742,75.80645161290323,77.01612903225806
27,2.4787234702417926,83.46774193548387,72.58064516129032,75.40322580645162
28,2.6899066548193655,84.375,74.19354838709677,73.79032258064517
29,2.739193449097295,81.65322580645162,71.7741935483871,72.1774193548387
30,2.8471198889517013,80.74596774193549,72.58064516129032,70.56451612903226
31,2.566994680512336,81.45161290322581,70.16129032258064,72.1774193548387
32,2.807151768476732,83.06451612903226,70.96774193548387,71.7741935483871
33,2.5247616633292167,79.53629032258064,66.93548387096774,70.96774193548387
34,2.573336551266332,84.375,70.96774193548387,74.59677419354838
35,2.375946569827295,85.58467741935483,70.16129032258064,74.59677419354838
36,2.517068585080485,85.98790322580645,75.80645161290323,74.59677419354838
37,2.6419261117135324,85.58467741935483,75.80645161290323,75.40322580645162
38,2.8702896583464836,83.36693548387096,70.16129032258064,73.38709677419355
39,2.5817903376394704,79.83870967741936,65.3225806451613,68.54838709677419
40,2.3143215813944416,84.97983870967742,70.96774193548387,75.40322580645162
41,2.3865601804948624,84.6774193548387,70.96774193548387,72.58064516129032
42,2.315413540409457,83.56854838709677,71.7741935483871,72.1774193548387
43,2.4762577587558376,86.08870967741936,74.19354838709677,72.98387096774194
44,2.3291976355737254,81.75403225806451,70.96774193548387,71.7741935483871
45,2.58335482112823,83.97177419354838,71.7741935483871,71.7741935483871
46,2.805731781067387,77.21774193548387,66.93548387096774,67.33870967741936
47,2.43356434183736,83.26612903225806,73.38709677419355,71.37096774193549
48,2.418564796447754,86.39112903225806,75.0,75.0
49,2.585874434440367,83.16532258064517,70.16129032258064,70.16129032258064
50,2.487302718623992,84.0725806451613,70.96774193548387,72.58064516129032
